age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
25,,married,tertiary,cellular,22,jul,278.0,5,unknown,no
34,technician,married,,cellular,22,,344.0,3,,no
27,management,married,tertiary,cellular,22,jul,152.0,1,unknown,no
33,management,single,tertiary,cellular,22,jul,1077.0,1,unknown,yes
32,management,married,tertiary,cellular,22,jul,72.0,1,,no
37,,single,secondary,cellular,22,,70.0,1,,no
42,housemaid,divorced,secondary,cellular,22,,178.0,1,,no
46,blue-collar,married,,telephone,22,jul,,2,unknown,no
30,services,married,secondary,cellular,22,jul,90.0,1,unknown,no
40,entrepreneur,married,tertiary,cellular,22,jul,,1,,no
42,technician,divorced,secondary,cellular,22,jul,,1,,no
27,,married,secondary,cellular,22,,259.0,1,,no
26,,single,secondary,cellular,22,,161.0,1,,no
33,technician,single,tertiary,cellular,22,jul,,1,unknown,no
29,technician,single,,cellular,22,,422.0,8,unknown,no
37,admin.,married,,cellular,22,,185.0,1,,no
40,services,married,secondary,cellular,22,jul,255.0,1,unknown,no
29,blue-collar,married,secondary,cellular,22,jul,518.0,1,unknown,no
43,technician,married,tertiary,cellular,22,,168.0,3,unknown,no
34,management,single,tertiary,cellular,22,jul,,1,unknown,no
36,housemaid,married,secondary,cellular,22,jul,139.0,1,,no
27,services,divorced,secondary,cellular,22,jul,527.0,1,unknown,no
36,management,divorced,tertiary,cellular,22,jul,560.0,1,unknown,yes
39,services,married,,cellular,22,,132.0,6,unknown,no
33,management,married,tertiary,cellular,22,,702.0,2,unknown,no
34,management,married,tertiary,cellular,22,,81.0,2,unknown,no
28,technician,single,,cellular,22,jul,188.0,2,,no
32,technician,single,,cellular,22,jul,407.0,4,unknown,no
43,admin.,married,secondary,cellular,22,jul,254.0,1,unknown,no
42,,married,secondary,cellular,22,,176.0,1,unknown,no
37,,married,,cellular,22,,89.0,1,,no
47,management,married,tertiary,cellular,22,jul,268.0,1,,no
52,self-employed,married,secondary,cellular,22,jul,,1,unknown,no
44,technician,married,secondary,cellular,22,jul,367.0,1,unknown,no
60,retired,divorced,primary,cellular,22,jul,152.0,1,unknown,no
33,admin.,single,secondary,cellular,22,jul,490.0,1,unknown,no
38,,married,secondary,cellular,22,,1545.0,1,unknown,yes
37,entrepreneur,married,tertiary,cellular,22,jul,40.0,1,,no
42,management,married,,cellular,22,jul,65.0,1,,no
31,management,married,,cellular,22,jul,47.0,1,unknown,no
53,housemaid,married,secondary,cellular,22,jul,,6,unknown,no
37,,single,primary,cellular,22,jul,,1,unknown,no
47,,single,,cellular,22,jul,,1,unknown,no
32,,married,tertiary,cellular,22,jul,520.0,1,,no
35,management,married,,cellular,22,jul,56.0,3,unknown,no
47,housemaid,married,tertiary,cellular,22,jul,89.0,1,unknown,no
27,admin.,married,,cellular,22,,273.0,4,unknown,no
29,blue-collar,married,primary,cellular,22,jul,189.0,1,unknown,no
37,services,married,secondary,telephone,22,jul,,13,unknown,no
36,management,married,tertiary,cellular,22,jul,485.0,1,unknown,no
31,,married,secondary,cellular,22,jul,271.0,1,unknown,no
29,blue-collar,married,,cellular,22,jul,115.0,1,unknown,no
51,admin.,married,,cellular,22,,71.0,2,unknown,no
48,admin.,married,,cellular,22,jul,599.0,2,,no
34,services,single,,cellular,22,jul,247.0,1,unknown,no
51,,married,primary,telephone,22,,215.0,1,,no
30,,married,secondary,cellular,22,jul,,1,unknown,no
30,self-employed,single,secondary,cellular,22,,423.0,1,,no
29,student,single,,cellular,22,jul,285.0,1,unknown,no
37,,married,secondary,cellular,22,jul,22.0,6,unknown,no
53,,married,secondary,cellular,22,jul,200.0,1,,no
49,,married,secondary,cellular,22,jul,246.0,1,unknown,no
40,management,married,,cellular,22,jul,,3,,no
48,housemaid,married,primary,cellular,22,jul,,5,unknown,no
27,,single,,cellular,22,jul,,1,unknown,no
34,admin.,married,secondary,cellular,22,jul,136.0,2,unknown,no
40,entrepreneur,married,secondary,cellular,22,jul,117.0,1,unknown,no
26,technician,single,secondary,cellular,22,,188.0,2,unknown,no
32,management,single,tertiary,cellular,22,jul,455.0,2,unknown,no
33,technician,married,tertiary,cellular,22,jul,65.0,1,unknown,no
45,,married,,telephone,22,jul,27.0,1,unknown,no
37,services,married,secondary,cellular,22,jul,272.0,1,unknown,no
29,admin.,single,tertiary,cellular,22,jul,,1,unknown,no
56,blue-collar,married,secondary,telephone,22,jul,,1,unknown,no
28,self-employed,married,tertiary,cellular,22,jul,630.0,1,unknown,no
32,unemployed,married,,cellular,22,jul,151.0,2,unknown,no
30,management,single,tertiary,cellular,22,,90.0,1,,no
54,housemaid,married,primary,cellular,22,jul,106.0,2,unknown,no
57,blue-collar,married,secondary,cellular,22,jul,,2,,no
35,technician,married,,cellular,22,,,2,,yes
26,blue-collar,married,primary,cellular,22,jul,1288.0,2,unknown,no
53,management,married,,cellular,22,,,1,,no
60,housemaid,married,primary,telephone,22,jul,124.0,1,unknown,no
28,blue-collar,single,secondary,telephone,22,jul,29.0,16,,no
55,,divorced,,cellular,22,jul,156.0,3,,no
45,admin.,married,,cellular,22,,73.0,2,unknown,no
47,management,single,tertiary,cellular,22,jul,,2,unknown,no
30,management,single,tertiary,cellular,22,jul,267.0,1,unknown,no
25,admin.,single,secondary,cellular,22,jul,129.0,1,unknown,no
37,,married,secondary,cellular,22,jul,106.0,2,unknown,no
33,admin.,married,secondary,cellular,22,jul,270.0,2,unknown,no
49,blue-collar,married,primary,cellular,22,jul,283.0,1,unknown,no
33,blue-collar,married,secondary,cellular,22,jul,81.0,1,unknown,no
44,management,married,tertiary,telephone,22,jul,261.0,12,unknown,no
55,technician,married,tertiary,cellular,22,jul,114.0,1,,no
44,technician,single,tertiary,cellular,22,jul,,1,unknown,no
36,management,married,,cellular,22,jul,99.0,1,unknown,no
50,management,married,secondary,cellular,22,,139.0,1,unknown,no
41,,single,tertiary,cellular,22,jul,,2,unknown,yes
26,management,married,tertiary,cellular,22,jul,,1,unknown,no
42,management,divorced,,cellular,22,jul,87.0,2,unknown,no
31,,single,tertiary,cellular,22,jul,369.0,2,unknown,no
36,admin.,married,,cellular,22,jul,62.0,1,unknown,no
43,blue-collar,married,primary,cellular,22,jul,431.0,8,unknown,no
52,management,single,tertiary,cellular,22,jul,86.0,1,unknown,no
30,management,married,tertiary,cellular,22,jul,,9,unknown,no
30,,single,tertiary,cellular,22,jul,214.0,1,unknown,no
26,technician,single,secondary,cellular,22,jul,,1,,no
34,,single,secondary,cellular,22,jul,257.0,2,unknown,no
26,blue-collar,married,,cellular,22,jul,,3,unknown,no
30,services,single,secondary,cellular,22,jul,654.0,1,unknown,no
50,admin.,divorced,secondary,cellular,22,jul,112.0,3,,no
59,,married,primary,telephone,22,,204.0,2,unknown,no
52,blue-collar,married,,cellular,22,,1029.0,3,unknown,no
43,management,divorced,tertiary,cellular,22,jul,,3,unknown,no
52,technician,married,,telephone,22,,135.0,3,,no
32,services,single,,cellular,22,jul,115.0,3,unknown,no
28,blue-collar,married,,cellular,22,,443.0,1,unknown,no
33,management,married,tertiary,cellular,22,jul,,1,unknown,no
43,,married,primary,cellular,22,jul,578.0,1,,no
58,management,married,tertiary,cellular,22,jul,209.0,1,unknown,no
41,admin.,married,,cellular,22,,24.0,12,,no
35,blue-collar,married,,cellular,22,jul,675.0,2,unknown,no
41,,divorced,,cellular,22,jul,1508.0,1,unknown,yes
29,technician,single,unknown,cellular,22,,338.0,6,unknown,no
31,blue-collar,single,,cellular,22,jul,101.0,1,unknown,no
36,self-employed,married,secondary,cellular,22,jul,,1,,no
32,management,married,tertiary,cellular,22,jul,212.0,17,unknown,no
27,services,single,tertiary,cellular,22,jul,,1,unknown,no
28,management,single,tertiary,cellular,22,jul,263.0,2,,no
32,,married,secondary,cellular,22,jul,50.0,2,,no
57,,married,,telephone,22,jul,563.0,1,unknown,no
27,,single,,cellular,22,,264.0,1,,no
51,blue-collar,married,secondary,cellular,22,jul,124.0,2,,no
55,management,divorced,,cellular,22,jul,165.0,2,,no
52,entrepreneur,divorced,,telephone,22,jul,,4,unknown,no
55,services,divorced,,cellular,22,jul,,3,unknown,no
28,services,single,secondary,cellular,22,jul,405.0,2,unknown,no
39,management,married,tertiary,cellular,22,jul,182.0,1,unknown,no
45,admin.,married,secondary,telephone,22,jul,92.0,1,unknown,no
26,student,single,secondary,cellular,22,jul,,1,unknown,no
50,housemaid,married,secondary,cellular,22,,,1,unknown,no
27,,single,secondary,cellular,22,jul,139.0,1,unknown,no
43,services,married,secondary,cellular,22,jul,,1,unknown,no
35,services,married,,cellular,22,jul,181.0,1,unknown,no
48,services,single,primary,cellular,22,jul,134.0,1,unknown,no
33,services,married,secondary,cellular,22,jul,487.0,4,,no
41,management,married,tertiary,cellular,22,jul,82.0,3,unknown,no
34,management,married,tertiary,cellular,22,jul,,1,unknown,no
27,blue-collar,married,primary,cellular,22,,283.0,6,,no
26,technician,single,secondary,cellular,22,jul,417.0,1,unknown,no
27,services,single,secondary,cellular,22,,60.0,2,unknown,no
39,self-employed,married,tertiary,cellular,22,jul,77.0,1,unknown,no
37,management,married,tertiary,cellular,22,jul,,1,unknown,no
50,,married,secondary,cellular,22,,,1,unknown,no
60,retired,married,secondary,cellular,22,jul,137.0,1,unknown,no
30,blue-collar,married,,cellular,22,,,2,unknown,no
57,services,divorced,secondary,cellular,22,jul,445.0,2,unknown,no
32,entrepreneur,married,,cellular,22,jul,,2,,no
26,,single,secondary,cellular,22,jul,242.0,7,unknown,no
34,blue-collar,divorced,secondary,cellular,22,jul,1408.0,2,,no
58,,divorced,secondary,telephone,22,,514.0,11,unknown,no
54,management,married,tertiary,cellular,22,jul,126.0,3,unknown,no
51,management,divorced,tertiary,cellular,22,jul,176.0,4,unknown,no
35,,single,,cellular,22,jul,163.0,2,unknown,no
34,admin.,single,secondary,cellular,22,,483.0,7,unknown,no
31,,married,tertiary,cellular,22,,392.0,2,unknown,no
39,admin.,married,secondary,cellular,22,jul,608.0,3,unknown,no
43,,divorced,secondary,cellular,22,jul,,4,,no
50,housemaid,divorced,primary,cellular,22,,160.0,2,,no
35,management,single,tertiary,cellular,22,,160.0,6,unknown,no
31,,married,primary,cellular,22,jul,261.0,1,unknown,no
36,management,married,tertiary,cellular,22,,307.0,1,unknown,no
57,entrepreneur,married,unknown,cellular,22,,236.0,4,unknown,no
29,management,single,secondary,cellular,22,jul,403.0,7,unknown,no
34,technician,single,tertiary,cellular,22,,,4,unknown,no
29,technician,single,,cellular,22,jul,211.0,1,unknown,no
28,blue-collar,married,secondary,cellular,22,jul,598.0,5,unknown,yes
34,blue-collar,married,primary,cellular,22,jul,181.0,1,unknown,no
53,retired,married,primary,cellular,22,jul,237.0,1,unknown,no
45,blue-collar,married,secondary,cellular,22,jul,477.0,2,unknown,no
31,,single,tertiary,cellular,22,jul,318.0,1,unknown,no
33,blue-collar,divorced,secondary,cellular,22,jul,400.0,2,unknown,no
36,admin.,single,secondary,cellular,22,jul,,3,,no
44,unknown,married,unknown,telephone,22,jul,269.0,2,unknown,no
44,,married,,telephone,22,jul,249.0,21,unknown,no
59,housemaid,married,primary,cellular,22,,186.0,2,,no
26,,single,secondary,cellular,22,jul,240.0,10,unknown,no
42,technician,married,secondary,telephone,22,jul,158.0,5,,no
52,housemaid,divorced,tertiary,cellular,22,jul,107.0,2,unknown,no
44,blue-collar,married,primary,telephone,22,jul,287.0,2,unknown,no
33,blue-collar,married,secondary,cellular,22,jul,,2,,no
50,,divorced,secondary,cellular,22,,270.0,2,unknown,no
28,technician,single,tertiary,cellular,22,jul,470.0,2,unknown,no
51,unemployed,married,tertiary,cellular,22,jul,168.0,4,unknown,no
37,admin.,married,secondary,cellular,22,,139.0,3,unknown,no
35,,single,secondary,cellular,22,jul,560.0,2,unknown,yes
40,management,married,tertiary,cellular,22,jul,96.0,2,unknown,no
43,management,married,tertiary,cellular,22,,100.0,7,unknown,no
30,blue-collar,married,secondary,cellular,22,jul,137.0,2,unknown,no
29,blue-collar,single,secondary,cellular,22,jul,,3,unknown,no
26,,married,secondary,cellular,22,jul,,7,unknown,yes
52,management,married,secondary,cellular,22,jul,81.0,4,unknown,no
54,technician,divorced,,cellular,22,jul,,4,unknown,no
28,management,married,secondary,cellular,22,jul,44.0,13,unknown,no
38,admin.,single,,cellular,22,,345.0,5,unknown,no
27,,married,secondary,cellular,22,jul,,5,unknown,no
35,management,married,,cellular,22,jul,,2,,no
33,technician,single,secondary,cellular,22,jul,187.0,4,unknown,no
31,admin.,married,secondary,cellular,22,jul,580.0,3,,no
50,housemaid,divorced,primary,cellular,22,jul,184.0,4,unknown,no
26,management,single,secondary,cellular,22,,443.0,2,unknown,no
61,technician,married,secondary,cellular,22,jul,213.0,5,unknown,no
49,admin.,married,secondary,telephone,22,jul,400.0,8,unknown,no
26,,single,,cellular,22,,,3,unknown,no
34,blue-collar,married,primary,cellular,22,jul,149.0,2,,no
56,entrepreneur,married,tertiary,cellular,22,jul,,5,,no
32,,married,secondary,cellular,22,jul,503.0,7,,no
32,management,married,tertiary,cellular,22,jul,,3,unknown,no
60,blue-collar,married,secondary,cellular,22,jul,282.0,2,unknown,no
43,blue-collar,single,primary,telephone,22,jul,97.0,15,unknown,no
27,blue-collar,single,,cellular,22,jul,39.0,17,unknown,no
36,admin.,married,secondary,cellular,22,,,9,,no
32,,married,secondary,cellular,22,jul,102.0,5,unknown,no
37,admin.,married,secondary,cellular,22,jul,199.0,2,unknown,no
26,,single,tertiary,cellular,22,jul,233.0,1,unknown,no
46,blue-collar,married,secondary,cellular,22,jul,126.0,4,,no
59,blue-collar,married,secondary,cellular,22,jul,44.0,4,,no
34,,single,secondary,cellular,22,,78.0,10,unknown,no
59,services,married,secondary,cellular,22,jul,246.0,4,,no
34,,single,tertiary,cellular,22,jul,203.0,4,unknown,no
25,,married,,cellular,22,jul,,3,unknown,no
50,admin.,married,secondary,cellular,22,,,2,unknown,no
29,services,married,,cellular,22,,,8,,no
31,management,married,tertiary,cellular,22,jul,249.0,3,,no
31,admin.,married,secondary,cellular,22,jul,1287.0,5,,no
31,blue-collar,married,,cellular,22,jul,437.0,2,,no
26,blue-collar,single,secondary,cellular,22,jul,36.0,2,unknown,no
45,blue-collar,married,,telephone,22,jul,1148.0,2,,no
61,retired,married,secondary,cellular,22,jul,464.0,5,unknown,no
39,,single,secondary,cellular,22,,864.0,4,unknown,yes
42,,married,secondary,cellular,22,,188.0,3,unknown,no
32,technician,married,secondary,cellular,22,jul,314.0,2,,no
25,admin.,married,unknown,cellular,22,jul,,8,unknown,yes
34,blue-collar,married,secondary,telephone,22,jul,,11,,no
30,,single,secondary,cellular,22,,279.0,3,unknown,no
43,admin.,single,secondary,telephone,22,jul,119.0,2,unknown,no
41,management,single,tertiary,cellular,22,jul,162.0,3,,no
27,blue-collar,married,,cellular,22,,209.0,2,unknown,no
46,technician,married,secondary,cellular,22,jul,136.0,4,unknown,no
46,services,married,secondary,cellular,22,jul,151.0,3,unknown,no
35,,divorced,secondary,cellular,22,jul,624.0,2,,no
42,,married,primary,cellular,22,,167.0,3,unknown,no
48,technician,divorced,tertiary,cellular,22,jul,38.0,1,unknown,no
27,blue-collar,single,secondary,cellular,22,jul,203.0,1,,no
37,admin.,married,secondary,telephone,22,jul,,11,unknown,yes
34,blue-collar,married,secondary,cellular,22,jul,,5,unknown,no
28,services,single,,cellular,22,jul,262.0,1,unknown,no
35,management,single,secondary,cellular,22,jul,,1,unknown,no
58,housemaid,married,primary,cellular,22,jul,,2,unknown,no
54,,married,secondary,cellular,22,,,2,unknown,no
26,management,married,,cellular,22,jul,,1,unknown,no
53,admin.,divorced,secondary,cellular,22,jul,534.0,1,,no
27,,divorced,tertiary,cellular,22,jul,174.0,9,unknown,no
34,blue-collar,married,secondary,cellular,22,,532.0,1,,no
26,,single,secondary,cellular,22,jul,,2,unknown,no
27,services,married,,cellular,22,,,13,unknown,yes
52,technician,married,secondary,cellular,23,jul,,2,unknown,no
48,technician,divorced,,cellular,23,jul,,2,unknown,no
33,housemaid,married,secondary,cellular,23,jul,85.0,13,unknown,no
36,technician,divorced,,cellular,23,jul,127.0,8,unknown,no
25,technician,single,,cellular,23,jul,,5,unknown,no
28,management,single,tertiary,cellular,23,jul,170.0,2,,no
53,,married,unknown,cellular,23,,,3,,no
45,technician,single,,cellular,23,jul,,2,,no
56,technician,married,secondary,cellular,23,jul,442.0,2,unknown,no
50,,married,secondary,cellular,23,jul,59.0,4,,no
30,admin.,single,secondary,cellular,23,jul,,5,,no
32,admin.,married,,cellular,23,jul,,2,unknown,no
39,housemaid,married,secondary,cellular,23,jul,133.0,3,unknown,no
31,blue-collar,single,primary,cellular,23,,40.0,8,unknown,no
44,blue-collar,married,primary,cellular,23,,187.0,4,unknown,no
29,technician,single,secondary,cellular,23,jul,89.0,6,unknown,no
30,,married,,cellular,23,,75.0,10,unknown,no
48,retired,married,tertiary,cellular,23,jul,70.0,5,unknown,no
32,blue-collar,single,primary,cellular,23,jul,284.0,8,unknown,no
25,management,married,secondary,cellular,23,jul,,1,unknown,yes
42,management,married,tertiary,cellular,23,jul,,1,unknown,no
57,technician,married,secondary,cellular,23,jul,364.0,2,unknown,no
49,services,married,secondary,cellular,23,jul,194.0,1,unknown,no
50,,single,secondary,cellular,23,,73.0,1,unknown,no
29,,single,,cellular,23,,164.0,1,,no
45,,married,secondary,cellular,23,jul,92.0,1,unknown,no
49,,divorced,secondary,cellular,23,,73.0,1,unknown,no
46,blue-collar,married,secondary,cellular,23,jul,122.0,1,,no
27,services,married,,cellular,23,,500.0,3,unknown,no
46,management,married,tertiary,cellular,23,jul,,1,unknown,no
40,,divorced,,cellular,23,jul,,1,unknown,no
51,services,married,secondary,telephone,23,jul,38.0,1,unknown,no
50,blue-collar,married,primary,cellular,23,jul,137.0,1,unknown,no
37,,married,tertiary,cellular,23,jul,181.0,1,,no
37,,married,secondary,telephone,23,jul,,1,unknown,no
41,admin.,single,tertiary,cellular,23,jul,105.0,1,,no
46,,divorced,tertiary,cellular,23,jul,870.0,1,unknown,yes
59,technician,married,,telephone,23,,226.0,1,unknown,no
33,management,single,tertiary,cellular,23,jul,,1,unknown,no
49,entrepreneur,married,secondary,cellular,23,jul,,1,unknown,no
50,technician,married,secondary,cellular,23,jul,115.0,1,,no
40,,married,primary,cellular,23,jul,177.0,2,,no
34,technician,married,secondary,cellular,23,jul,429.0,1,unknown,no
34,admin.,married,secondary,cellular,23,jul,256.0,9,unknown,no
26,,married,,telephone,23,jul,157.0,4,unknown,no
41,management,married,tertiary,cellular,23,,285.0,3,unknown,no
41,technician,married,secondary,cellular,23,jul,,1,,no
50,management,married,tertiary,cellular,23,jul,205.0,1,unknown,no
39,self-employed,married,,cellular,23,jul,438.0,1,unknown,no
38,management,divorced,tertiary,cellular,23,jul,161.0,1,,no
60,,married,primary,telephone,23,,40.0,1,unknown,no
38,management,married,,cellular,23,jul,237.0,1,unknown,no
26,,single,tertiary,cellular,23,jul,106.0,1,unknown,no
57,technician,married,,cellular,23,jul,158.0,1,unknown,no
53,admin.,single,secondary,unknown,23,,145.0,1,unknown,no
41,management,married,,cellular,23,jul,,1,,no
53,blue-collar,married,secondary,cellular,23,,730.0,1,unknown,no
34,services,married,,cellular,23,,498.0,1,unknown,no
41,housemaid,married,secondary,cellular,23,,327.0,1,unknown,no
50,,married,,unknown,23,,104.0,1,unknown,no
56,retired,divorced,tertiary,cellular,23,jul,,1,unknown,no
41,technician,married,unknown,cellular,23,jul,137.0,1,unknown,no
46,admin.,divorced,primary,cellular,23,jul,379.0,1,unknown,no
42,,divorced,secondary,cellular,23,jul,761.0,1,unknown,yes
49,self-employed,married,tertiary,unknown,23,jul,,2,unknown,no
30,technician,married,,cellular,23,,232.0,1,unknown,no
28,services,single,tertiary,cellular,23,jul,184.0,2,unknown,no
46,blue-collar,married,secondary,cellular,23,jul,229.0,1,unknown,no
28,admin.,single,tertiary,cellular,23,jul,,1,unknown,no
38,,married,secondary,cellular,23,jul,95.0,1,,no
39,blue-collar,married,secondary,cellular,23,jul,281.0,1,,no
40,blue-collar,married,secondary,cellular,23,jul,145.0,1,unknown,no
40,blue-collar,married,secondary,cellular,23,jul,104.0,1,,no
35,management,divorced,tertiary,cellular,23,,142.0,1,,no
36,self-employed,married,tertiary,cellular,23,,,1,,no
47,,married,secondary,cellular,23,,105.0,1,unknown,no
30,management,single,secondary,cellular,23,jul,495.0,1,unknown,no
38,entrepreneur,divorced,tertiary,cellular,23,jul,,1,unknown,no
26,management,single,tertiary,cellular,23,,167.0,1,,no
31,blue-collar,married,,cellular,23,jul,235.0,11,unknown,no
25,blue-collar,single,secondary,cellular,23,jul,633.0,1,unknown,yes
54,,married,tertiary,telephone,23,jul,272.0,2,unknown,no
46,blue-collar,married,unknown,cellular,23,jul,55.0,1,unknown,no
47,,married,tertiary,telephone,23,jul,43.0,1,,no
50,,married,secondary,cellular,23,,16.0,1,,no
46,blue-collar,married,primary,cellular,23,jul,,1,,no
39,blue-collar,single,secondary,cellular,23,jul,,3,unknown,no
53,,divorced,secondary,cellular,23,,336.0,1,unknown,no
53,housemaid,married,tertiary,cellular,23,jul,471.0,2,unknown,no
52,blue-collar,married,,cellular,23,jul,59.0,1,unknown,no
47,,divorced,secondary,unknown,23,jul,104.0,1,unknown,no
55,retired,married,,telephone,23,jul,,1,unknown,no
46,,married,secondary,cellular,23,jul,250.0,1,unknown,no
25,management,married,tertiary,cellular,23,jul,,1,unknown,no
47,technician,married,tertiary,telephone,23,jul,18.0,9,unknown,no
33,technician,married,tertiary,unknown,23,,115.0,1,,no
34,,married,tertiary,cellular,23,,61.0,2,unknown,no
29,blue-collar,married,secondary,cellular,23,jul,644.0,1,unknown,no
31,blue-collar,married,,telephone,23,jul,36.0,1,,no
34,blue-collar,single,secondary,cellular,23,jul,,1,unknown,no
25,technician,single,tertiary,cellular,23,jul,,1,unknown,no
26,technician,single,tertiary,cellular,23,jul,,1,,no
28,management,single,tertiary,cellular,23,jul,884.0,1,unknown,no
56,blue-collar,married,primary,cellular,23,jul,,2,unknown,no
36,technician,married,tertiary,cellular,23,,66.0,2,unknown,no
27,technician,single,secondary,cellular,23,jul,319.0,1,,no
48,technician,married,secondary,cellular,23,jul,371.0,1,unknown,no
31,admin.,single,secondary,cellular,23,jul,194.0,1,unknown,no
43,housemaid,married,primary,cellular,23,,35.0,9,,no
42,self-employed,married,tertiary,telephone,23,jul,160.0,7,unknown,no
39,technician,divorced,secondary,cellular,23,,,1,,no
28,,single,secondary,cellular,23,jul,284.0,1,unknown,no
46,entrepreneur,divorced,tertiary,cellular,23,jul,182.0,1,,no
38,technician,single,,cellular,23,jul,,1,,no
44,blue-collar,married,secondary,cellular,23,,56.0,1,unknown,no
35,,single,secondary,cellular,23,,375.0,8,,no
56,,married,primary,telephone,23,jul,31.0,2,,no
49,,married,secondary,cellular,23,jul,73.0,2,unknown,no
44,housemaid,married,primary,cellular,23,jul,952.0,2,,no
31,,married,,cellular,23,jul,111.0,1,unknown,no
27,blue-collar,single,primary,cellular,23,jul,213.0,1,unknown,no
28,,married,,cellular,23,jul,245.0,1,,no
34,technician,married,secondary,cellular,23,jul,,3,unknown,no
45,technician,single,,unknown,23,jul,163.0,4,unknown,no
60,,married,primary,cellular,23,jul,423.0,1,unknown,no
31,admin.,single,secondary,cellular,23,jul,368.0,1,,no
27,blue-collar,married,secondary,telephone,23,jul,222.0,1,unknown,no
30,,single,,telephone,23,jul,40.0,5,unknown,no
41,management,single,tertiary,cellular,23,jul,122.0,5,,no
35,services,divorced,secondary,cellular,23,jul,183.0,1,unknown,no
30,blue-collar,single,,cellular,23,jul,123.0,2,,no
38,technician,married,,cellular,23,,222.0,1,unknown,no
54,housemaid,married,primary,telephone,23,jul,70.0,2,unknown,no
26,,single,secondary,cellular,23,jul,,1,unknown,no
25,admin.,married,secondary,cellular,23,jul,202.0,1,unknown,no
38,housemaid,married,secondary,cellular,23,jul,157.0,1,,no
36,management,divorced,tertiary,cellular,23,jul,190.0,1,unknown,no
28,student,single,tertiary,cellular,23,jul,172.0,1,unknown,no
47,admin.,divorced,secondary,cellular,23,jul,70.0,1,unknown,no
48,,married,secondary,telephone,23,jul,173.0,4,unknown,no
27,self-employed,single,tertiary,cellular,23,jul,,1,unknown,no
29,,married,,cellular,23,jul,,3,unknown,no
37,technician,married,tertiary,cellular,23,,155.0,2,unknown,no
28,,single,secondary,cellular,23,jul,81.0,1,unknown,no
28,blue-collar,single,secondary,cellular,23,jul,159.0,2,unknown,no
28,,single,tertiary,cellular,23,jul,690.0,1,unknown,yes
38,technician,divorced,secondary,cellular,23,jul,73.0,1,unknown,no
32,,married,primary,cellular,23,jul,312.0,1,unknown,no
38,,married,tertiary,unknown,23,,,8,unknown,no
43,,married,secondary,telephone,23,jul,355.0,3,unknown,no
45,,single,primary,cellular,23,jul,191.0,2,,no
32,entrepreneur,married,secondary,cellular,23,,538.0,2,unknown,no
42,,married,secondary,cellular,23,jul,102.0,1,unknown,no
32,blue-collar,single,primary,cellular,23,jul,118.0,1,,no
60,retired,divorced,,telephone,23,,197.0,2,unknown,no
40,management,married,,cellular,23,jul,97.0,5,unknown,no
33,services,divorced,secondary,cellular,23,,529.0,1,,yes
25,management,single,tertiary,cellular,23,jul,98.0,1,unknown,no
29,housemaid,married,primary,cellular,23,jul,108.0,2,unknown,no
25,,single,secondary,cellular,23,,273.0,2,unknown,no
28,blue-collar,single,secondary,cellular,23,jul,140.0,2,,no
41,management,single,,cellular,23,jul,179.0,2,unknown,no
27,housemaid,married,primary,cellular,23,,,3,,no
48,blue-collar,married,primary,cellular,23,jul,,1,unknown,no
35,admin.,married,secondary,cellular,23,jul,135.0,1,unknown,no
39,technician,married,tertiary,unknown,23,,36.0,2,unknown,no
25,,single,,cellular,23,jul,207.0,2,unknown,no
49,unemployed,married,tertiary,cellular,23,jul,366.0,2,unknown,no
49,admin.,divorced,secondary,cellular,23,jul,,8,unknown,no
38,,married,secondary,cellular,23,,240.0,1,unknown,no
26,,single,tertiary,cellular,23,,297.0,1,unknown,no
60,management,single,tertiary,cellular,23,jul,151.0,1,,no
30,,married,secondary,cellular,23,,76.0,17,,no
54,admin.,married,,cellular,23,jul,,1,unknown,no
52,management,married,,cellular,23,jul,213.0,1,unknown,no
57,management,married,tertiary,cellular,23,,99.0,2,unknown,no
35,admin.,married,secondary,cellular,23,,103.0,4,unknown,no
28,services,single,,cellular,23,,158.0,2,unknown,no
53,,married,tertiary,telephone,23,jul,90.0,1,unknown,no
32,management,single,,cellular,23,jul,1152.0,2,unknown,yes
39,entrepreneur,divorced,,cellular,23,jul,55.0,1,unknown,no
56,services,divorced,secondary,cellular,23,,335.0,3,unknown,no
49,,divorced,primary,cellular,23,jul,126.0,4,unknown,no
57,entrepreneur,married,,cellular,23,jul,169.0,2,unknown,no
50,,married,tertiary,cellular,23,,92.0,2,unknown,no
47,housemaid,married,primary,telephone,23,jul,203.0,4,unknown,no
40,services,married,secondary,cellular,23,,,1,unknown,no
59,self-employed,married,tertiary,cellular,23,jul,256.0,1,,no
26,services,single,secondary,cellular,23,jul,,3,unknown,no
36,unemployed,married,tertiary,cellular,23,jul,172.0,2,unknown,no
48,services,divorced,,cellular,23,jul,212.0,2,unknown,no
39,management,married,,telephone,23,jul,383.0,2,,no
33,self-employed,single,primary,telephone,23,jul,25.0,6,unknown,no
57,retired,married,primary,telephone,23,,588.0,1,unknown,no
52,admin.,married,secondary,cellular,23,jul,152.0,1,unknown,no
35,management,married,secondary,cellular,23,,874.0,3,unknown,no
51,,married,,cellular,23,jul,,1,unknown,no
57,management,married,,cellular,23,,322.0,2,unknown,no
26,,single,secondary,telephone,23,jul,,4,unknown,no
29,,married,unknown,cellular,23,jul,586.0,2,unknown,no
